text,label,scam_category,caller_type,audio_duration,urgency_level,contains_blackmail,language_style
Dhyan se suniye Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,186,high,True,hinglish
"Hello ma'am Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,lottery,other_scammer,75,medium,False,hinglish
Namaste ma'am Cab 3 minute mein pahunch raha hai.,0,none,delivery_agent,64,low,False,hinglish
"Dhyan se suniye Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,relative,other_scammer,104,medium,False,hinglish
Namaste ma'am Project ka review meeting kal 4 baje hai kya?,0,none,delivery_agent,57,low,False,hinglish
"Ji namaskar Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,bank_kyc,bank_scammer,136,medium,False,hinglish
Cyber Crime Department se bol raha hoon. Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,bank_kyc,bank_scammer,152,medium,False,hinglish
"Hello sir Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,family,57,low,False,hinglish
"Dhyan se suniye School fees ki last date kal hai, payment kar dena.",0,none,family,30,low,False,hinglish
Hello ji Project ka review meeting kal 4 baje hai kya?,0,none,doctor_clinic,75,low,False,hinglish
Hello ma'am Police verification complete karna zaroori hai.,1,police_digital_arrest,police_impersonator,254,medium,False,hinglish
Dhyan se suniye Project ka review meeting kal 4 baje hai kya?,0,none,friend,24,low,False,hinglish
"Hello sir School fees ki last date kal hai, payment kar dena.",0,none,family,89,low,False,hinglish
ACP Sharma bol raha hoon. Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,police_impersonator,192,medium,False,hinglish
Madam ek minute Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,251,medium,False,hinglish
"Hello ma'am Doctor appointment kal 9 baje hai, fasting rehna.",0,none,family,22,low,False,hinglish
"Sir ek minute suniye Beta ghar aa gaya hoon, darwaza khol do.",0,none,friend,34,low,False,hinglish
Ji haan suniye Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,127,high,True,hinglish
"Hello sir School fees ki last date kal hai, payment kar dena.",0,none,office_colleague,66,low,False,hinglish
"Hello sir Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,doctor_clinic,90,low,False,hinglish
"Sir ek minute suniye Beta ghar aa gaya hoon, darwaza khol do.",0,none,office_colleague,66,low,False,hinglish
"Dhyan se suniye Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,friend,75,low,False,hinglish
Ji namaskar Aapka order deliver ho chuka hai. Feedback de dena.,0,none,delivery_agent,74,low,False,hinglish
"Sir ek minute suniye Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,friend,41,low,False,hinglish
Dhyan se suniye Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,bank_kyc,bank_scammer,93,medium,False,hinglish
Hello ji Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,lottery,other_scammer,150,medium,False,hinglish
Dhyan se suniye Cyber investigation team ko aapke number se suspicious activity mili hai.,1,police_digital_arrest,police_impersonator,164,high,False,hinglish
Dhyan se suniye Project ka review meeting kal 4 baje hai kya?,0,none,office_colleague,55,low,False,hinglish
"Hello ma'am Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,family,49,low,False,hinglish
CBI se bol raha hoon. Aapka number telecom fraud case mein identify hua hai.,1,police_digital_arrest,police_impersonator,239,medium,False,hinglish
Dhyan se suniye Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,168,high,True,hinglish
Madam ek minute Project ka review meeting kal 4 baje hai kya?,0,none,delivery_agent,37,low,False,hinglish
Delhi Police se bol raha hoon. Cyber investigation team ko aapke number se suspicious activity mili hai.,1,police_digital_arrest,police_impersonator,112,medium,False,hinglish
Inspector Rajesh Kumar bol raha hoon. Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,police_impersonator,171,high,False,hinglish
"Aap sun rahe hain na? School fees ki last date kal hai, payment kar dena.",0,none,doctor_clinic,40,low,False,hinglish
"Dhyan se suniye Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,doctor_clinic,83,low,False,hinglish
"Sir ek minute suniye Doctor appointment kal 9 baje hai, fasting rehna.",0,none,delivery_agent,65,low,False,hinglish
"Madam ek minute Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,doctor_clinic,27,low,False,hinglish
"Aap sun rahe hain na? Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,doctor_clinic,90,low,False,hinglish
Special Investigation Team se bol raha hoon. Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,104,high,True,hinglish
Hello ma'am Cab 3 minute mein pahunch raha hai.,0,none,family,31,low,False,hinglish
Hello ji Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,lottery,other_scammer,122,medium,False,hinglish
Namaste sir Aapka order deliver ho chuka hai. Feedback de dena.,0,none,family,56,low,False,hinglish
Namaste ma'am Project ka review meeting kal 4 baje hai kya?,0,none,office_colleague,59,low,False,hinglish
"Hello ji Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,office_colleague,15,low,False,hinglish
Namaste sir Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,180,high,False,hinglish
Aap sun rahe hain na? Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,bank_kyc,bank_scammer,128,medium,False,hinglish
Crime Branch se bol raha hoon. National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,196,medium,False,hinglish
Ji namaskar Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,117,high,False,hinglish
Ji haan suniye Aapke naam par ek criminal complaint register hui hai.,1,police_digital_arrest,police_impersonator,226,high,False,hinglish
Dhyan se suniye Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,police_impersonator,246,high,True,hinglish
Sir ek minute suniye Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,police_impersonator,247,high,False,hinglish
Sir ek minute suniye Aapka order deliver ho chuka hai. Feedback de dena.,0,none,friend,85,low,False,hinglish
Crime Branch se bol raha hoon. Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,198,high,True,hinglish
Ji haan suniye Investigation ke liye aapki identity verify karni hogi.,1,police_digital_arrest,police_impersonator,125,high,False,hinglish
"Aap sun rahe hain na? School fees ki last date kal hai, payment kar dena.",0,none,doctor_clinic,23,low,False,hinglish
"Ji haan suniye Doctor appointment kal 9 baje hai, fasting rehna.",0,none,doctor_clinic,71,low,False,hinglish
Madam ek minute Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,239,high,True,hinglish
"Madam ek minute Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,office_colleague,55,low,False,hinglish
"Sir ek minute suniye Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,family,32,low,False,hinglish
Hello sir Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,99,high,True,hinglish
Hello ma'am Aapka order deliver ho chuka hai. Feedback de dena.,0,none,family,51,low,False,hinglish
Ji namaskar Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,179,high,True,hinglish
"Ji haan suniye Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,delivery_agent,32,low,False,hinglish
Hello ji Cab 3 minute mein pahunch raha hai.,0,none,doctor_clinic,15,low,False,hinglish
Crime Branch se bol raha hoon. Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,255,high,True,hinglish
"Namaste sir Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,family,27,low,False,hinglish
Sir ek minute suniye Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,1,police_digital_arrest,police_impersonator,258,high,False,hinglish
"Aap sun rahe hain na? School fees ki last date kal hai, payment kar dena.",0,none,friend,49,low,False,hinglish
"Ji namaskar Doctor appointment kal 9 baje hai, fasting rehna.",0,none,friend,34,low,False,hinglish
"Aap sun rahe hain na? Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,office_colleague,18,low,False,hinglish
Hello ma'am Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,police_impersonator,258,medium,False,hinglish
Hello sir Police verification complete karna zaroori hai.,1,police_digital_arrest,police_impersonator,248,medium,False,hinglish
Hello ma'am Project ka review meeting kal 4 baje hai kya?,0,none,office_colleague,17,low,False,hinglish
"Ji namaskar Doctor appointment kal 9 baje hai, fasting rehna.",0,none,friend,49,low,False,hinglish
"Hello sir School fees ki last date kal hai, payment kar dena.",0,none,delivery_agent,18,low,False,hinglish
Law enforcement se bol raha hoon. Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,bank_kyc,bank_scammer,131,medium,False,hinglish
"Madam ek minute Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,friend,72,low,False,hinglish
"Police headquarters se bol raha hoon. Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,bank_kyc,bank_scammer,101,medium,False,hinglish
"Hello sir School fees ki last date kal hai, payment kar dena.",0,none,delivery_agent,39,low,False,hinglish
ACP Sharma bol raha hoon. Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,211,high,True,hinglish
Hello sir Cab 3 minute mein pahunch raha hai.,0,none,office_colleague,68,low,False,hinglish
"Hello ji Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,friend,74,low,False,hinglish
Sir ek minute suniye Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,160,high,True,hinglish
"Madam ek minute Beta ghar aa gaya hoon, darwaza khol do.",0,none,doctor_clinic,21,low,False,hinglish
"Aap sun rahe hain na? Doctor appointment kal 9 baje hai, fasting rehna.",0,none,family,94,low,False,hinglish
"Hello ji Doctor appointment kal 9 baje hai, fasting rehna.",0,none,friend,18,low,False,hinglish
Hello ma'am Aapke naam par registered SIM ka misuse report hua hai.,1,police_digital_arrest,police_impersonator,99,high,False,hinglish
Namaste sir Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,1,police_digital_arrest,police_impersonator,153,high,False,hinglish
Namaste sir Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,238,high,True,hinglish
"Ji haan suniye Doctor appointment kal 9 baje hai, fasting rehna.",0,none,family,70,low,False,hinglish
Namaste ma'am Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,amazon,other_scammer,89,medium,False,hinglish
Ji namaskar Police verification complete karna zaroori hai.,1,police_digital_arrest,police_impersonator,222,high,False,hinglish
"Delhi Police se bol raha hoon. Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,bank_kyc,bank_scammer,160,medium,False,hinglish
Ji haan suniye Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,bank_kyc,bank_scammer,103,medium,False,hinglish
"Sir ek minute suniye Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,delivery_agent,70,low,False,hinglish
"Ji namaskar Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,doctor_clinic,63,low,False,hinglish
Sir ek minute suniye Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,150,high,True,hinglish
Hello sir Aapka order deliver ho chuka hai. Feedback de dena.,0,none,family,27,low,False,hinglish
Ji haan suniye Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,police_impersonator,107,medium,False,hinglish
Dhyan se suniye Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,177,high,True,hinglish
"Madam ek minute Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,bank_kyc,bank_scammer,142,medium,False,hinglish
"Hello ma'am Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,friend,21,low,False,hinglish
Hello ji National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,108,medium,False,hinglish
Dhyan se suniye Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,1,police_digital_arrest,police_impersonator,211,high,False,hinglish
"Namaste sir School fees ki last date kal hai, payment kar dena.",0,none,delivery_agent,52,low,False,hinglish
Namaste sir Cab 3 minute mein pahunch raha hai.,0,none,family,21,low,False,hinglish
Madam ek minute Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,133,high,True,hinglish
Ji haan suniye Cab 3 minute mein pahunch raha hai.,0,none,delivery_agent,45,low,False,hinglish
Hello ji Cab 3 minute mein pahunch raha hai.,0,none,family,28,low,False,hinglish
"Cyber Crime Department se bol raha hoon. Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,bank_kyc,bank_scammer,91,medium,False,hinglish
"Hello sir Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,friend,67,low,False,hinglish
Namaste ma'am Cab 3 minute mein pahunch raha hai.,0,none,family,53,low,False,hinglish
Cyber Crime Department se bol raha hoon. Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,police_impersonator,216,high,False,hinglish
"Hello sir Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,family,27,low,False,hinglish
Delhi Police se bol raha hoon. Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,1,police_digital_arrest,police_impersonator,126,high,False,hinglish
"Hello ma'am Doctor appointment kal 9 baje hai, fasting rehna.",0,none,delivery_agent,87,low,False,hinglish
Hello ji Investigation ke liye aapki identity verify karni hogi.,1,police_digital_arrest,police_impersonator,111,high,False,hinglish
"Hello ma'am Beta ghar aa gaya hoon, darwaza khol do.",0,none,doctor_clinic,79,low,False,hinglish
"Dhyan se suniye Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,delivery_agent,36,low,False,hinglish
Police headquarters se bol raha hoon. Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,120,high,True,hinglish
"Aap sun rahe hain na? Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,aadhaar,other_scammer,139,medium,False,hinglish
"Special Investigation Team se bol raha hoon. Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,lottery,other_scammer,132,medium,False,hinglish
Aap sun rahe hain na? Project ka review meeting kal 4 baje hai kya?,0,none,family,80,low,False,hinglish
"Hello ji School fees ki last date kal hai, payment kar dena.",0,none,office_colleague,32,low,False,hinglish
"Aap sun rahe hain na? School fees ki last date kal hai, payment kar dena.",0,none,doctor_clinic,52,low,False,hinglish
Dhyan se suniye Project ka review meeting kal 4 baje hai kya?,0,none,doctor_clinic,75,low,False,hinglish
Madam ek minute Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,163,high,True,hinglish
Ji haan suniye Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,bank_kyc,bank_scammer,109,medium,False,hinglish
Sir ek minute suniye Project ka review meeting kal 4 baje hai kya?,0,none,office_colleague,51,low,False,hinglish
Cyber Crime Department se bol raha hoon. Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,bank_kyc,bank_scammer,85,medium,False,hinglish
"Madam ek minute Doctor appointment kal 9 baje hai, fasting rehna.",0,none,family,34,low,False,hinglish
"Sir ek minute suniye Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,bank_kyc,bank_scammer,82,medium,False,hinglish
Ji haan suniye Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,police_impersonator,249,medium,False,hinglish
Hello sir Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,238,high,True,hinglish
"Namaste sir Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,office_colleague,87,low,False,hinglish
"Aap sun rahe hain na? Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,friend,28,low,False,hinglish
"Ji haan suniye Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,office_colleague,49,low,False,hinglish
Namaste ma'am Aapke naam par money laundering case register hua hai.,1,police_digital_arrest,police_impersonator,137,medium,False,hinglish
Namaste sir Cab 3 minute mein pahunch raha hai.,0,none,friend,83,low,False,hinglish
"Hello sir Beta ghar aa gaya hoon, darwaza khol do.",0,none,office_colleague,50,low,False,hinglish
"Hello sir Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,family,64,low,False,hinglish
Sir ek minute suniye Cab 3 minute mein pahunch raha hai.,0,none,office_colleague,28,low,False,hinglish
"Madam ek minute Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,bank_kyc,bank_scammer,86,medium,False,hinglish
"Namaste sir School fees ki last date kal hai, payment kar dena.",0,none,family,64,low,False,hinglish
Crime Branch se bol raha hoon. Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,207,high,True,hinglish
Hello ma'am Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,158,high,True,hinglish
Sir ek minute suniye Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,241,high,True,hinglish
ACP Sharma bol raha hoon. Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,amazon,other_scammer,56,medium,False,hinglish
"Ji namaskar Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,delivery_agent,40,low,False,hinglish
Inspector Rajesh Kumar bol raha hoon. Aapke naam par ek criminal complaint register hui hai.,1,police_digital_arrest,police_impersonator,109,high,False,hinglish
Namaste sir Cab 3 minute mein pahunch raha hai.,0,none,doctor_clinic,18,low,False,hinglish
"Hello sir Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,family,35,low,False,hinglish
CBI se bol raha hoon. Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,229,high,True,hinglish
Hello ji Cab 3 minute mein pahunch raha hai.,0,none,friend,39,low,False,hinglish
"Ji haan suniye Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,family,81,low,False,hinglish
Hello ji Cab 3 minute mein pahunch raha hai.,0,none,family,89,low,False,hinglish
"Namaste sir Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,family,71,low,False,hinglish
"Madam ek minute Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,friend,95,low,False,hinglish
Namaste sir Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,156,high,True,hinglish
"Namaste sir Beta ghar aa gaya hoon, darwaza khol do.",0,none,delivery_agent,78,low,False,hinglish
"Hello ma'am Doctor appointment kal 9 baje hai, fasting rehna.",0,none,friend,36,low,False,hinglish
"Namaste sir Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,delivery_agent,66,low,False,hinglish
"Namaste sir Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,office_colleague,75,low,False,hinglish
"Ji haan suniye Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,office_colleague,15,low,False,hinglish
Dhyan se suniye Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,156,high,True,hinglish
Namaste ma'am Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,1,police_digital_arrest,police_impersonator,205,medium,False,hinglish
Law enforcement se bol raha hoon. Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,police_impersonator,90,medium,False,hinglish
"Namaste ma'am Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,family,93,low,False,hinglish
Hello ji Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,bank_kyc,bank_scammer,137,medium,False,hinglish
Ji namaskar Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,bank_kyc,bank_scammer,75,medium,False,hinglish
"Ji namaskar Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,family,48,low,False,hinglish
"Hello ji Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,relative,other_scammer,107,medium,False,hinglish
Dhyan se suniye Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,218,high,True,hinglish
"Hello ma'am Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,delivery_agent,68,low,False,hinglish
Hello sir Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,129,high,True,hinglish
"Police headquarters se bol raha hoon. Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,bank_kyc,bank_scammer,125,medium,False,hinglish
"Hello ma'am Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,bank_kyc,bank_scammer,93,medium,False,hinglish
Inspector Rajesh Kumar bol raha hoon. Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,244,high,True,hinglish
"Sir ek minute suniye Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,delivery_agent,68,low,False,hinglish
"Aap sun rahe hain na? Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,friend,71,low,False,hinglish
"Namaste sir Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,delivery_agent,91,low,False,hinglish
"Aap sun rahe hain na? Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,friend,23,low,False,hinglish
Ji haan suniye Project ka review meeting kal 4 baje hai kya?,0,none,friend,72,low,False,hinglish
"Hello sir Doctor appointment kal 9 baje hai, fasting rehna.",0,none,friend,86,low,False,hinglish
Inspector Rajesh Kumar bol raha hoon. Police station se bol raha hoon. Aapke mobile number se illegal messages bheje gaye hain.,1,police_digital_arrest,police_impersonator,137,medium,False,hinglish
Hello ji Cab 3 minute mein pahunch raha hai.,0,none,office_colleague,74,low,False,hinglish
"Ji namaskar Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,friend,26,low,False,hinglish
Hello ma'am Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,bank_kyc,bank_scammer,129,medium,False,hinglish
"Madam ek minute Beta ghar aa gaya hoon, darwaza khol do.",0,none,doctor_clinic,84,low,False,hinglish
"Hello sir Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,delivery_agent,38,low,False,hinglish
Hello sir Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,1,police_digital_arrest,police_impersonator,202,medium,False,hinglish
"Ji haan suniye School fees ki last date kal hai, payment kar dena.",0,none,family,57,low,False,hinglish
"Madam ek minute Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,doctor_clinic,48,low,False,hinglish
"Namaste ma'am Doctor appointment kal 9 baje hai, fasting rehna.",0,none,office_colleague,59,low,False,hinglish
Madam ek minute Police station se bol raha hoon. Aapke mobile number se illegal messages bheje gaye hain.,1,police_digital_arrest,police_impersonator,127,high,False,hinglish
Namaste sir Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,117,high,True,hinglish
Sir ek minute suniye Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,bank_kyc,bank_scammer,127,medium,False,hinglish
Hello ma'am National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,186,medium,False,hinglish
Ji haan suniye Cab 3 minute mein pahunch raha hai.,0,none,family,71,low,False,hinglish
"Dhyan se suniye Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,family,46,low,False,hinglish
ACP Sharma bol raha hoon. Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,police_impersonator,116,high,True,hinglish
"Hello sir Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,friend,62,low,False,hinglish
Dhyan se suniye Cab 3 minute mein pahunch raha hai.,0,none,friend,20,low,False,hinglish
Namaste sir Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,police_impersonator,160,high,False,hinglish
Ji namaskar Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,amazon,other_scammer,95,medium,False,hinglish
"Aap sun rahe hain na? Doctor appointment kal 9 baje hai, fasting rehna.",0,none,doctor_clinic,87,low,False,hinglish
"Namaste ma'am Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,bank_kyc,bank_scammer,126,medium,False,hinglish
CBI se bol raha hoon. Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,167,high,True,hinglish
"Ji namaskar Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,family,68,low,False,hinglish
"Namaste ma'am Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,bank_kyc,bank_scammer,112,medium,False,hinglish
Namaste ma'am Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,police_impersonator,122,high,False,hinglish
Hello ji Project ka review meeting kal 4 baje hai kya?,0,none,friend,87,low,False,hinglish
"Namaste ma'am Doctor appointment kal 9 baje hai, fasting rehna.",0,none,office_colleague,52,low,False,hinglish
Madam ek minute Cab 3 minute mein pahunch raha hai.,0,none,friend,20,low,False,hinglish
Dhyan se suniye Project ka review meeting kal 4 baje hai kya?,0,none,family,90,low,False,hinglish
"Hello sir Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,lottery,other_scammer,69,medium,False,hinglish
"Aap sun rahe hain na? Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,delivery_agent,35,low,False,hinglish
"Aap sun rahe hain na? Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,delivery_agent,70,low,False,hinglish
"Hello ma'am Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,lottery,other_scammer,117,medium,False,hinglish
"Sir ek minute suniye Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,office_colleague,42,low,False,hinglish
"Ji namaskar Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,aadhaar,other_scammer,99,medium,False,hinglish
"Namaste sir Doctor appointment kal 9 baje hai, fasting rehna.",0,none,doctor_clinic,49,low,False,hinglish
